region,title,address,phone,score,open_time,comment1,comment2,comment3
台東,旅人驛站日暮微旅,台東縣台東市中山路414號,'0909933888',4.0,None,None,None,None
台東,娜路彎花園酒店,台東縣台東市新興路77號,'089231111',4.1,None,"房間環境 · 3.4
有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房客喜歡這裡舒適的床舖 · 房間有景觀，並設有小吧檯","位置 · 3.2
靠近大眾運輸站和火車站 · 附近有觀光景點","服務與設施 · 3.8
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價，但有些人覺得管理方面有待改善 · 洗衣服務"
台東,H& 有時回家會館｜寵物友善,台東縣台東市正氣北路746巷231號,None,4.8,None,None,None,None
台東,H& 嶼光風格旅店,台東縣台東市安和路102巷110號,'0908552959',4.7,None,None,None,None
台東,台東 沐泉旅宿,台東縣台東市福建路137號,'089327789',4.3,None,None,None,None
台東,台東海然民宿,台東縣台東市吉林路二段571號巷8號,'0936773797',4.7,None,None,None,None
台東,台東旅行家商務會館,台東縣台東市安慶街42號,'089326456',3.8,None,"房間環境 · 3.5
房客喜歡這裡乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客喜歡這裡乾淨的浴室，但有些人覺得太小","位置 · 4.3
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 適合開車前往 · 靠近火車站","服務與設施 · 4.0
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價"
台東,樂知旅店YES HOTEL－台東｜飯店住宿推薦 人氣親子團體商務家庭旅遊民宿評價 主題特色必住好評 熱門情侶渡假訂房優惠首選價格 美食餐廳伴手禮租車 鐵花村附近住宿 台東夜市週邊,台東縣台東市復興路145號,'089322100',4.0,None,"房間環境 · 2.8
房客喜歡這裡乾淨的房間，但有些人覺得太小且有些陳舊 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.6
適合開車前往，房客覺得停車場收費合理 · 靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站","服務與設施 · 3.8
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
台東,伊塔原旅 臺東縣原住民文化會館,台東縣台東市新生路96號,'0928385827',4.7,None,None,None,None
台東,台東凱旋會館,台東縣台東市中山路362號,'089311770',3.9,None,"房間環境 · 2.4
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 有些房客覺得這裡的房間不夠安靜","位置 · 4.7
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 適合開車前往，設有停車場","服務與設施 · 4.4
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價"
台東,癒室Healing Space咖啡廳/青年旅宿（網路線上預約）,台東縣台東市仁八街77號,'0982081798',5.0,None,None,None,None
台東,松夏大飯店Melody Hotel,台東縣台東市中山路393號,'089324696',3.4,None,"房間環境 · 1.8
有些房客覺得這裡的房間太小且有些陳舊，清潔方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.3
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧","服務與設施 · 2.8
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
台東,旅人驛站中正藏書館,台東縣台東市中正路392巷15號,'089328988',4.3,None,"房間環境 · 3.0
房客喜歡這裡寬敞的房間 · 有些房客覺得這裡的房間不夠安靜，床舖也有待改善",位置 · 4.4,"服務與設施 · 3.8
房客稱讚這裡的員工態度友善又專業"
台東,松夏大飯店Melody Hotel,台東縣台東市中山路393號,'089324696',3.4,None,"房間環境 · 1.8
有些房客覺得這裡的房間太小且有些陳舊，清潔方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.3
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧","服務與設施 · 2.8
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
台東,留園Green Villa/台東包棟民宿/電梯民宿/家庭旅遊/網美打卡民宿,台東縣台東市興航街72號,None,4.8,None,None,None,None
台東,東陽峇里商旅酒店,台東縣台東市鄭州街93號,'0978585825',4.7,None,None,None,None
台東,璞草行旅,台東縣台東市志航路一段412巷1號,'0933611666',4.7,None,"房間環境 · 4.0
房客喜歡這裡乾淨的房間 · 房客喜歡這裡舒適的床舖",位置 · 4.0,"服務與設施 · 4.6
房客稱讚這裡的員工態度友善"
台東,娜路彎銀河行館,台東縣台東市豐興路88號,'089383366',4.2,None,"房間環境 · 3.6
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善",位置 · 1.8,"服務與設施 · 4.1
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價，但有些人覺得客房整理服務有待改善 · 洗衣服務"
台東,H& 台東可可民宿,None,None,4.9,None,None,None,None
台東,H& 台東熊站旅店｜全自助入住,台東縣台東市興安路二段13號,'0973579836',4.6,None,"房間環境 · 3.1
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 房客喜歡這裡安靜的房間 · 有些房客提到這裡的浴室有待改善","位置 · 3.6
靠近火車站",服務與設施 · 2.8
台東,H& 台東鳳麟庭園渡假會館,None,None,None,None,None,None,None
台東,翠安儂風旅,None,None,None,None,None,None,None
台東,Fun Trip - 福美海景渡假民宿,台東縣台東市精誠路241號,'0909363777',4.4,None,None,None,None
台東,金龍旅館,"No. 284., Tie Hua Road, 台東市台東縣950",None,3.5,None,None,None,None
台東,街角五十號,台東縣台東市樂利路61-1號,'0902057108',3.9,None,None,None,None
台東,H& 台東普悠瑪風格旅店 | 官網優惠價,台東縣台東市樂利路61-1號,'0902057108',3.9,None,None,None,None
台東,蘑芽民宿,台東縣台東市吉泰路599號巷21號,'0935776989',4.9,None,"房間環境 · 4.5
房客喜歡這裡乾淨的房間 · 房客稱讚這裡的浴室空間","位置 · 3.2
設有停車場","服務與設施 · 4.7
房客對於這裡的管理給予高度評價 · 房客稱讚這裡的員工態度友善"
台東,鐵道旅驛,台東縣台東市和平街146號,'089342288',4.6,None,"房間環境 · 3.2
房客喜歡這裡寬敞、乾淨的房間 · 房客稱讚這裡的浴室很寬敞 · 房間設有簡易廚房","位置 · 3.7
附近有購物區","服務與設施 · 4.6
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
台東,Easy Life 簡單生活。民宿,台東縣台東市興盛路192巷19號,'0933715150',4.7,None,None,None,None
台東,樂氣球民宿,台東縣台東市正氣北路231號,'0921159305',4.7,None,None,None,None
台東,台東富岡休閒會館,台東縣台東市富岡街305號3樓,'089280282',3.6,None,None,None,None
台東,夏威夷度假酒店(松夏二館),None,None,2.1,None,None,None,None
台東,真善居民宿,台東縣台東市康樂路30號,'0905236500',4.8,None,None,None,None
台東,台東小伴旅民宿,台東縣台東市仁二街61巷1號,'0905886638',4.9,None,None,None,None
台東,綠舍睡到民宿,None,None,None,None,None,None,None
台東,福康大飯店,None,None,None,None,None,None,None
台東,文旅行民宿-莊園館,台東縣台東市新生路120號,'089322176',3.9,None,None,None,None
台東,統一大旅社,台東縣台東市新生路120號,None,3.9,None,None,None,None
台東,途中．台東 國際青年旅舍 On My Way．Taitung Hostel & Backpacker,台東縣台東市安和路102巷30號,'0965577167',4.9,None,None,None,None
台東,高野大飯店,台東縣卑南鄉龍泉路30之2號,'089515005',3.4,None,None,None,None
台東,日安艸木公寓環境友善民宿 （原馬桶有魚）,台東縣台東市文山路38巷7號,'0977215351',4.7,None,None,None,None
台東,台東-日月山水民宿,台東縣台東市知本路二段187巷35號,'0972308923',4.7,None,None,None,None
台東,台東宅民宿Love and Peace Ｂ＆Ｂ,台東縣台東市中興路三段275巷36弄10號,'0973721826',4.7,None,None,None,None
台東,台東鴻瑞輕旅,"No. 132, Heping Street, 台東市和平街132號, No. 132和平街台東市台東縣950",'089351999',3.9,None,"房間環境 · 2.9
有些房客覺得這裡的浴室太小","位置 · 4.5
靠近市中心；附近有餐廳和酒吧 · 適合開車前往","服務與設施 · 3.1
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
台東,Jungle強國特調民宿,台東縣台東市強國街18號,'0905081651',4.6,None,None,None,None
台東,滿宅而歸民宿(步行至觀光夜市和鐵花村約10分鐘),台東縣台東市傳廣路154巷7弄8號,'0905319370',4.8,None,None,None,None
台東,沅宿民宿,"No. 766, 四維路二段台東市台東縣950",'0910549000',4.3,None,"房間環境 · 3.4
房客喜歡這裡寬敞、乾淨的房間 · 房客喜歡這裡舒適的床舖 · 有些房客提到這裡的浴室太小","位置 · 4.1
設有停車場","服務與設施 · 3.9
房客稱讚這裡的員工態度友善 · 房客對於這裡的管理給予高度評價"
台東,太太的小公館 民宿(入住須年滿13歲以上),台東縣台東市正氣路280巷13號,'0982269539',4.7,None,None,None,None
台東,如意行館,台東縣台東市中華路二段761巷5號,'089358557',4.1,None,None,None,None
台東,石尚玩家民宿,台東縣台東市豐盛路26巷62號,'0911371215',4.6,None,None,None,None
台東,金都大飯店,台東縣卑南鄉溫泉路300號,'089515888',3.1,None,"房間環境 · 2.8
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔和維護方面也有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善","位置 · 2.7
附近有購物區","服務與設施 · 3.1
房客稱讚這裡的員工態度友善 · 房客對於這裡的管理給予高度評價，但有些人覺得客房整理服務有待改善"
台東,波尼多小旅宿 bonito inn,台東縣台東市中興路二段100號,'0965136012',4.8,None,"房間環境 · 4.3
房客喜歡這裡寬敞、乾淨的房間 · 有些房客覺得這裡的床舖有待改善",位置 · 2.6,"服務與設施 · 4.7
房客對於這裡的管理給予高度評價 · 房客稱讚這裡的員工態度友善又專業"
台東,俗離居 속리산민박,台東縣台東市甘泉街97號,'0937212818',4.8,None,None,None,None
台東,Chang Ju Hotel 長居旅店,台東縣台東市復興路133號,'0976505009',4.5,None,None,None,None
台東,湯園民宿,台東縣台東市中興路一段225號,'0966733338',4.6,None,"房間環境 · 3.8
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 房客喜歡這裡舒適的床舖","位置 · 4.4
設有停車場","服務與設施 · 4.4
房客稱讚這裡的員工態度友善 · 房客對於這裡的管理和接待服務給予高度評價"
台東,鐵花108蔬食民宿,台東縣台東市鐵花路108號,'0963931284',4.7,None,None,None,None
台東,楓雅商旅,台東縣卑南鄉,None,4.2,None,None,None,None
台東,愛琴海寶莉館,台東縣台東市知本路三段398巷23號,'0905104039',4.4,None,None,None,None
台東,台東新東方藍民宿,台東縣台東市正氣路57號,'0902056800',4.4,None,None,None,None
台東,密斯朵親子民宿,台東縣台東市新生路593巷25號,'0919873258',4.9,None,None,None,None
台東,台東知本泓泉溫泉渡假村,None,None,4.1,None,None,None,None
台東,台東普羅旺斯莊園民宿Taitung Provence Inn,台東縣台東市志航路一段146巷20弄15號,None,4.7,None,None,None,None
台東,YellowCat小黃貓,台東縣台東市連航路51巷2弄46號,'0905183567',3.9,None,房間環境 · 4.4,位置 · 4.5,None
台東,卡布奇諾民宿-台東縣台東市親子團體民宿住宿 商務/網美/旅遊/渡假/寵物友善 雙人房/四人房/五人房 代訂早餐/附代步機車 2024熱門平價推薦 PTT Dcard,None,None,4.7,None,None,None,None
台東,岩灣潭行館,台東縣台東市北安路679巷1號,'089220699',4.6,None,房間環境 · 4.6,位置 · 2.0,服務與設施 · 4.5
台東,台東成癮旅舍TSENG INN,None,None,None,None,None,None,None
台東,小天使民宿,None,None,None,None,None,None,None
台東,森黑屋民宿,台東縣台東市更生路573巷67號,'0905968322',4.7,None,None,None,None
嘉義市,福泰桔子商旅文化店,嘉義市西區文化路169號,'052162323',4.5,None,"房間環境 · 3.6
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客稱讚這裡的浴室很乾淨 · 房間有景觀，並設有小吧檯和簡易廚房","位置 · 4.2
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站和火車站","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
嘉義市,嘉義輕行旅 Hotel Leisure Chiayi,嘉義市東區文化路294號,'052789880',4.3,None,None,None,None
嘉義市,嘉義-兆品酒店,嘉義市西區文化路257號,'052293998',4.7,None,"房間環境 · 3.9
房客喜歡這裡乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房間有景觀","位置 · 4.7
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 適合開車前往，房客覺得停車場收費合理 · 靠近大眾運輸站和火車站","服務與設施 · 4.8
房客稱讚這裡的員工態度友善又專業 · 房客喜歡這間飯店的管理、接待服務和客房整理服務 · 洗衣服務"
嘉義市,嘉義樂客商旅,嘉義市西區林森西路155號,'052285999',4.2,None,"房間環境 · 3.4
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房客喜歡這裡舒適的床舖","位置 · 4.0
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站和火車站 · 房客覺得停車場收費合理","服務與設施 · 3.5
房客稱讚這裡的員工態度友善又專業 · 洗衣服務"
嘉義市,仲青行旅嘉義館,嘉義市西區光彩街622號,'052240555',4.2,None,"房間環境 · 3.4
房客喜歡這裡乾淨的房間，但有些人覺得太小且有些陳舊，維護方面也有待改善 · 房間設有簡易廚房","位置 · 4.7
靠近大眾運輸站和火車站 · 靠近市中心；附近有購物區、餐廳和酒吧 · 適合開車前往","服務與設施 · 4.0
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價 · 會議空間"
嘉義市,洄嘉居行旅,嘉義市西區興業西路123號,'052835001',3.6,None,"房間環境 · 2.1
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔和維護方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.1
房客覺得停車場收費合理 · 靠近市中心；附近有購物區、餐廳和酒吧","服務與設施 · 3.4
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,永悅商務大飯店,嘉義市西區興業西路369號,'052839888',4.0,None,"房間環境 · 3.6
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客喜歡這裡舒適的床舖 · 房間有景觀","位置 · 3.8
附近有購物區 · 房客覺得停車場收費合理","服務與設施 · 3.9
房客稱讚這裡的員工態度友善"
嘉義市,嘉義皇爵大飯店 CHIAYI KING HOTEL,嘉義市西區新榮路234號,'052233411',4.1,None,"房間環境 · 3.5
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 有些房客提到這裡的浴室太小","位置 · 4.2
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站和火車站 · 房客覺得停車場收費合理","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
嘉義市,南院旅墅,嘉義市東區公明路65號,'052716565',4.1,None,"房間環境 · 3.8
房客喜歡這裡寬敞、乾淨且經過翻新整修的房間，但有些人覺得維護方面有待改善 · 房客喜歡這裡舒適的床舖 · 房客稱讚這裡的浴室很寬敞","位置 · 3.7
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 適合開車前往","服務與設施 · 3.7
房客稱讚這裡的員工態度友善又專業"
嘉義市,偶然行旅,嘉義市東區蘭井街167號,'052228111',4.5,None,None,None,None
嘉義市,Summertime Inn 夏天旅宿 ｜嘉義住宿｜嘉義民宿｜嘉義旅館｜嘉義Hotel｜親子住宿｜家族旅遊｜高CP值住宿｜寵物友善｜嘉義火車站｜文化路夜市｜出發去阿里山住宿,嘉義市西區民權路476號,'0978265616',4.9,None,None,None,None
嘉義市,香湖國際大飯店,嘉義市西區友忠路559號,'052311999',4.3,None,"房間環境 · 2.4
有些房客覺得這裡的房間有些陳舊，清潔和維護方面也有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善 · 房間有景觀","位置 · 3.6
適合開車前往，房客覺得停車場收費合理 · 靠近市中心；附近有餐廳和酒吧","服務與設施 · 2.9
房客稱讚這裡的員工態度友善 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,日光輕旅 晃拾光,嘉義市西區中正路655號,'0989084066',4.4,None,None,None,None
嘉義市,承億文旅 桃城茶樣子,嘉義市東區忠孝路516號,'052280555',4.3,None,"房間環境 · 3.3
有些房客覺得這裡的房間太小且有些陳舊，維護方面也有待改善 · 房間有景觀","位置 · 2.6
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 房客覺得停車場收費合理","服務與設施 · 3.7
房客稱讚這裡的員工態度友善又專業 · 房客喜愛這裡的游泳池 · 有些房客覺得這裡的管理和客房整理服務有待改善"
嘉義市,HOTEL HI 垂楊店(Chuiyang),嘉義市西區垂楊路860號,'052279588',3.7,None,"房間環境 · 2.8
有些房客覺得這裡的清潔和維護方面有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.1
房客覺得停車場收費合理 · 附近有購物區、餐廳和酒吧","服務與設施 · 2.5
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,安蘭居旅店|嘉義火車站|青年旅館|美術館|創意園|文化路夜市|無障礙客房|寵物友善|親子住宿|家族旅遊|團體包房|旅遊行程建議,嘉義市西區蘭井街465號14F-1,'052290102',4.5,None,"房間環境 · 2.9
有些房客覺得這裡的房間太小且有些陳舊，清潔和維護方面也有待改善 · 房間有景觀，並設有電視和簡易廚房 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 4.3
靠近大眾運輸站和火車站 · 靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 適合開車前往","服務與設施 · 3.6
房客稱讚這裡的員工態度友善又專業"
嘉義市,HOTEL HI 新民店,嘉義市西區新民路784-1號,'052852121',4.0,None,"房間環境 · 3.4
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客稱讚這裡的浴室很寬敞","位置 · 3.4
靠近市中心；附近有購物區、餐廳和酒吧 · 房客覺得停車場收費合理","服務與設施 · 3.5
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的管理和客房整理服務有待改善"
嘉義市,ML Hotel 晨光飯店,嘉義市西區光彩街389號,'052224567',4.1,None,房間環境 · 3.9,位置 · 4.2,服務與設施 · 1.8
嘉義市,葉綠宿。漫漫回嘉,嘉義市西區民生北路175號177號,'052223366',4.3,None,"房間環境 · 3.5
房客喜歡這裡乾淨、經過翻新整修的房間，但有些人覺得太小，維護方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房間有景觀","位置 · 4.2
附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站和火車站","服務與設施 · 3.8
房客稱讚這裡的員工態度友善又專業"
嘉義市,嘉義行藝文旅,嘉義市西區仁愛路345號,'052283399',4.1,None,None,None,None
嘉義市,ML Hotel 晨光飯店,嘉義市西區光彩街389號,'052224567',4.1,None,房間環境 · 3.9,位置 · 4.2,服務與設施 · 1.8
嘉義市,嘉義行藝文旅,嘉義市西區仁愛路345號,'052283399',4.1,None,"房間環境 · 3.6
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得維護方面有待改善 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善","位置 · 3.9
附近有購物區、餐廳和酒吧 · 靠近大眾運輸站和火車站","服務與設施 · 3.6
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,嘉義優遊商旅,嘉義市西區中山路617號11樓,'052281818',3.6,None,"房間環境 · 3.1
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房間有景觀","位置 · 4.8
適合開車前往，房客覺得停車場收費合理 · 靠近大眾運輸站和火車站 · 靠近市中心；附近有購物區、觀光景點、餐廳和酒吧","服務與設施 · 3.7
房客稱讚這裡的員工態度友善又專業"
嘉義市,嘉義觀止飯店,None,None,None,None,None,None,None
嘉義市,淌淌時光 warmday－嘉義｜網友推薦漂亮近市區住宿 網美網紅打卡拍照好評必住特色民宿 高CP值家庭旅遊價格 熱門人氣情侶首選休閒渡假 近火車站老屋改造乾淨包棟評價 交通便利電梯獨立衛浴有窗採光好民宿,嘉義市西區北榮街193-1號,'052169199',5.0,None,None,None,None
嘉義市,天成文旅-繪日之丘,嘉義市東區大雅路一段888號,'052759899',4.3,None,"房間環境 · 3.7
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善","位置 · 2.7
附近有觀光景點","服務與設施 · 3.4
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的管理和客房整理服務有待改善 · 房客喜愛這裡的游泳池"
嘉義市,23星球 嘉義青年旅館 嘉義背包客住宿,嘉義市西區中興路23號 3號樓之5,'0937361975',4.9,None,None,None,None
嘉義市,德爾芙快捷酒店De reve Express Hotel,嘉義市西區仁愛路361號5樓,'052161899',3.8,None,"房間環境 · 2.6
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔和維護方面也有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善 · 房間有景觀，並設有小吧檯","位置 · 3.7
靠近大眾運輸站和火車站 · 靠近市中心；附近有購物區、餐廳和酒吧 · 適合開車前往","服務與設施 · 3.8
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價，但有些人覺得客房整理服務有待改善"
嘉義市,鈺通大飯店 YUH TONG HOTEL,嘉義市東區維新路7號,'052756111',4.2,None,"房間環境 · 3.9
房客喜歡這裡寬敞、乾淨的房間 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善","位置 · 3.4
附近有觀光景點、餐廳和酒吧","服務與設施 · 3.8
房客稱讚這裡的員工態度友善"
嘉義市,嘉楠風華酒店,嘉義市西區四維路232號,'052330000',4.0,None,"房間環境 · 4.1
房客喜歡這裡寬敞、乾淨且經過翻新整修的房間，但有些人覺得維護方面有待改善 · 房客稱讚這裡的浴室空間",位置 · 2.3,"服務與設施 · 3.6
房客稱讚這裡的員工態度友善又專業"
嘉義市,嘉義智選假日酒店,嘉義市西區中興路69號,'052335899',4.6,None,"房間環境 · 4.3
房客喜歡這裡寬敞、乾淨且經過翻新整修的房間，但有些人覺得維護方面有待改善 · 房客喜歡這裡乾淨的浴室，但有些人覺得太小","位置 · 3.7
適合開車前往，房客覺得停車場收費合理 · 靠近大眾運輸站和火車站 · 附近有觀光景點","服務與設施 · 4.4
房客稱讚這裡的員工態度友善又專業 · 房客喜歡這間飯店的管理、接待服務和客房整理服務 · 房客喜愛這裡的健身房"
嘉義市,拉瓦.宅 輕旅店 - LAWA HOUSE,嘉義市東區成仁街253號,None,4.9,None,None,None,None
嘉義市,樂億皇家渡假酒店,嘉義市西區玉山路501號,'052830099',4.1,None,"房間環境 · 3.2
房客喜歡這裡寬敞的房間 · 有些房客提到這裡的浴室有待改善 · 有些房客覺得這裡的房間不夠安靜","位置 · 3.3
附近有購物區","服務與設施 · 3.1
房客稱讚這裡的員工態度友善 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,冠閣大飯店,嘉義市西區忠順一街27號,'052318111',4.5,None,"房間環境 · 3.4
房客喜歡這裡乾淨的房間，但有些人覺得室內有些陳舊 · 房間設有簡易廚房","位置 · 3.7
適合開車前往，設有停車場 · 附近有購物區","服務與設施 · 4.6
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
嘉義市,萬泰大飯店,嘉義市西區新榮路46號,'052275031',4.0,None,None,None,None
嘉義市,風箏旅人旅社,嘉義市東區文化路195號,None,2.0,None,None,None,None
嘉義市,嘉禾玉山國際大飯店,嘉義市西區玉山路65號,'052367888',3.4,None,"房間環境 · 2.0
房客喜歡這裡寬敞的房間，但有些人覺得清潔方面有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善","位置 · 3.4
附近有購物區、餐廳和酒吧","服務與設施 · 2.4
房客稱讚這裡的員工態度友善 · 有些房客覺得這裡的管理和客房整理服務有待改善"
嘉義市,Walk Home Hostel 走路回家背包客青年旅館,嘉義市西區中山路612號,'0903656635',5.0,None,None,None,None
嘉義市,順億商旅,嘉義市西區中山路617號十樓,'052166655',3.6,None,"房間環境 · 2.1
有些房客覺得這裡的房間太小，清潔方面也有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善","位置 · 4.4
靠近火車站","服務與設施 · 4.4
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價"
嘉義市,天成文旅-繪日之丘,嘉義市東區大雅路一段888號,'052759899',4.3,None,"房間環境 · 3.7
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善","位置 · 2.7
附近有觀光景點","服務與設施 · 3.4
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的管理和客房整理服務有待改善 · 房客喜愛這裡的游泳池"
嘉義市,嘉宮旅社,嘉義市西區新榮路187號,'052223551',4.5,None,"房間環境 · 3.5
房客喜歡這裡乾淨的房間 · 有些房客覺得這裡的床舖有待改善","位置 · 4.3
設有停車場",服務與設施 · 4.7
嘉義市,王子去旅行,嘉義市西區西門街101號,'052234438',3.1,None,"房間環境 · 1.4
有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 有些房客覺得這裡的房間太小，清潔和維護方面也有待改善","位置 · 4.2
靠近市中心；附近有購物區、觀光景點、餐廳和酒吧 · 靠近大眾運輸站和火車站","服務與設施 · 3.6
房客稱讚這裡的員工態度友善 · 有些房客覺得這裡的客房整理服務有待改善"
嘉義市,嘉義-皇品國際酒店,嘉義市西區自由路468號,'052341777',4.2,None,"房間環境 · 3.8
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊 · 房客喜歡這裡寬敞、乾淨的浴室，但有些人覺得清潔方面有待改善 · 房客喜歡這裡的床舖，但有些人覺得房間不夠安靜","位置 · 3.5
適合開車前往，房客覺得停車場收費合理 · 附近有觀光景點 · 靠近火車站","服務與設施 · 3.0
房客稱讚這裡的員工態度專業 · 房客對於這裡的管理和客房整理服務給予高度評價 · 洗衣服務"
嘉義市,麗景精品休閒旅館,嘉義市東區嘉南街137號,'052787999',3.8,None,"房間環境 · 2.9
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔方面也有待改善 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善",位置 · 4.2,"服務與設施 · 3.2
房客稱讚這裡的員工態度友善又專業"
嘉義市,冠閣大飯店,嘉義市西區忠順一街27號,'052318111',4.5,None,"房間環境 · 3.4
房客喜歡這裡乾淨的房間，但有些人覺得室內有些陳舊 · 房間設有簡易廚房","位置 · 3.7
適合開車前往，設有停車場 · 附近有購物區","服務與設施 · 4.6
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
